call_id,call_datetime,call_date,call_hour,day_of_week,week_number,month,agent_id,agent_name,team,shift,skill_level,tenure_years,channel,queue,answered,resolved,disposition,speed_of_answer_sec,talk_time_sec,hold_time_sec,wrap_time_sec,handle_time_sec,sla_threshold_sec,sla_met,transfer_flag,repeat_call_flag,csat_score,quality_score
CC04117,2023-04-07 18:56:01,2023-04-07,18,Friday,14,2023-04,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Sales,Y,Y,Resolved,84.0,201.0,3.0,28.0,232.0,60.0,N,N,N,3.0,70.7
CC04118,2023-01-16 14:31:54,2023-01-16,14,Monday,3,2023-01,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,Y,Y,Resolved,21.0,203.0,46.0,33.0,282.0,60.0,Y,N,N,4.0,92.0
CC04119,2023-02-20 15:08:03,2023-02-20,15,Monday,8,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,General,Y,Y,Resolved,17.0,177.0,26.0,46.0,249.0,20.0,Y,N,N,3.0,68.7
CC04120,2023-04-18 13:06:38,2023-04-18,13,Tuesday,16,2023-04,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Chat,General,Y,Y,Resolved,10.0,197.0,4.0,22.0,223.0,20.0,Y,N,N,2.0,64.6
CC04121,2023-05-05 18:28:47,2023-05-05,18,Friday,18,2023-05,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,General,N,N,Abandoned,,,,,,,,N,Y,,
CC04122,2023-05-11 12:10:05,2023-05-11,12,Thursday,19,2023-05,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,Complaints,Y,N,Voicemail Left,120.0,571.0,67.0,59.0,697.0,20.0,N,N,N,2.0,91.5
CC04123,2023-03-20 11:55:01,2023-03-20,11,Monday,12,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,Technical,Y,N,Transferred,59.0,230.0,1.0,17.0,248.0,20.0,N,N,N,3.0,66.1
CC04124,2023-02-01 17:24:11,2023-02-01,17,Wednesday,5,2023-02,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC04125,2023-05-23 15:41:32,2023-05-23,15,Tuesday,21,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,General,Y,Y,Resolved,3.0,284.0,16.0,33.0,333.0,60.0,Y,N,Y,3.0,79.6
CC04126,2023-01-09 15:53:21,2023-01-09,15,Monday,2,2023-01,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,General,Y,Y,Resolved,39.0,144.0,42.0,48.0,234.0,60.0,Y,N,N,3.0,84.6
CC04127,2023-02-06 20:32:04,2023-02-06,20,Monday,6,2023-02,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Technical,Y,Y,Resolved,23.0,241.0,12.0,38.0,291.0,60.0,Y,N,Y,4.0,76.1
CC04128,2023-04-10 12:06:50,2023-04-10,12,Monday,15,2023-04,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC04129,2023-02-06 18:58:17,2023-02-06,18,Monday,6,2023-02,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Chat,Billing,Y,Y,Resolved,11.0,192.0,8.0,62.0,262.0,20.0,Y,N,N,3.0,75.6
CC04130,2023-03-29 13:42:36,2023-03-29,13,Wednesday,13,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Technical,Y,N,Callback Scheduled,3.0,317.0,17.0,65.0,399.0,60.0,Y,N,N,3.0,69.1
CC04131,2023-04-25 12:30:01,2023-04-25,12,Tuesday,17,2023-04,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Technical,Y,Y,Resolved,19.0,235.0,51.0,35.0,321.0,60.0,Y,N,N,5.0,51.0
CC04132,2023-03-16 12:14:49,2023-03-16,12,Thursday,11,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Technical,Y,Y,Resolved,76.0,270.0,5.0,31.0,306.0,60.0,N,N,N,5.0,81.9
CC04133,2023-05-02 22:26:51,2023-05-02,22,Tuesday,18,2023-05,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,Retention,Y,Y,Resolved,34.0,316.0,61.0,35.0,412.0,20.0,N,N,Y,5.0,67.5
CC04134,2023-04-06 08:31:25,2023-04-06,8,Thursday,14,2023-04,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Email,General,Y,Y,Resolved,18.0,164.0,85.0,32.0,281.0,20.0,Y,N,N,3.0,82.0
CC04135,2023-02-09 17:13:23,2023-02-09,17,Thursday,6,2023-02,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Chat,Technical,Y,N,Voicemail Left,124.0,229.0,34.0,40.0,303.0,20.0,N,N,N,2.0,90.1
CC04136,2023-02-09 09:21:41,2023-02-09,9,Thursday,6,2023-02,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Technical,Y,Y,Resolved,30.0,372.0,17.0,62.0,451.0,60.0,Y,N,N,4.0,60.0
CC04137,2023-04-13 16:15:42,2023-04-13,16,Thursday,15,2023-04,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Complaints,N,N,Abandoned,,,,,,,,N,Y,,
CC04138,2023-06-22 14:11:22,2023-06-22,14,Thursday,25,2023-06,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Email,Technical,Y,Y,Resolved,31.0,344.0,0.0,27.0,371.0,20.0,N,N,N,2.0,69.2
CC04139,2023-05-24 18:06:14,2023-05-24,18,Wednesday,21,2023-05,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Sales,Y,Y,Resolved,138.0,161.0,3.0,38.0,202.0,60.0,N,N,N,3.0,80.7
CC04140,2023-06-23 12:06:25,2023-06-23,12,Friday,25,2023-06,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Complaints,Y,N,Callback Scheduled,56.0,317.0,15.0,45.0,377.0,60.0,Y,N,Y,1.0,81.3
CC04141,2023-04-24 14:15:55,2023-04-24,14,Monday,17,2023-04,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Technical,Y,N,Callback Scheduled,24.0,321.0,34.0,59.0,414.0,60.0,Y,N,N,2.0,82.0
CC04142,2023-05-04 19:47:38,2023-05-04,19,Thursday,18,2023-05,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Technical,Y,N,Voicemail Left,19.0,241.0,7.0,56.0,304.0,60.0,Y,N,N,4.0,63.1
CC04143,2023-05-26 14:02:09,2023-05-26,14,Friday,21,2023-05,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Chat,Complaints,Y,Y,Resolved,53.0,369.0,13.0,33.0,415.0,20.0,N,N,N,4.0,61.6
CC04144,2023-04-05 09:49:12,2023-04-05,9,Wednesday,14,2023-04,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Technical,Y,Y,Resolved,19.0,366.0,78.0,74.0,518.0,60.0,Y,N,N,2.0,74.4
CC04145,2023-04-19 15:00:19,2023-04-19,15,Wednesday,16,2023-04,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC04146,2023-06-08 21:45:06,2023-06-08,21,Thursday,23,2023-06,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Retention,Y,Y,Resolved,83.0,347.0,50.0,42.0,439.0,60.0,N,N,N,2.0,75.1
CC04147,2023-06-26 11:18:07,2023-06-26,11,Monday,26,2023-06,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,General,Y,Y,Resolved,158.0,209.0,10.0,44.0,263.0,20.0,N,Y,N,3.0,82.5
CC04148,2023-01-16 20:45:13,2023-01-16,20,Monday,3,2023-01,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Technical,Y,Y,Resolved,4.0,363.0,70.0,51.0,484.0,60.0,Y,N,N,4.0,85.4
CC04149,2023-05-25 08:07:29,2023-05-25,8,Thursday,21,2023-05,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Sales,Y,Y,Resolved,35.0,290.0,7.0,41.0,338.0,60.0,Y,N,N,4.0,66.5
CC04150,2023-01-06 13:29:22,2023-01-06,13,Friday,1,2023-01,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Chat,Billing,Y,N,Transferred,194.0,204.0,20.0,17.0,241.0,20.0,N,N,Y,3.0,70.9
CC04151,2023-06-07 08:24:29,2023-06-07,8,Wednesday,23,2023-06,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,Sales,Y,N,Callback Scheduled,49.0,223.0,43.0,56.0,322.0,20.0,N,N,N,4.0,54.9
CC04152,2023-06-05 21:38:11,2023-06-05,21,Monday,23,2023-06,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Email,Technical,Y,N,Transferred,55.0,339.0,88.0,45.0,472.0,20.0,N,N,N,2.0,82.3
CC04153,2023-02-24 13:47:51,2023-02-24,13,Friday,8,2023-02,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,General,Y,Y,Resolved,136.0,126.0,42.0,26.0,194.0,60.0,N,N,N,4.0,52.0
CC04154,2023-06-01 19:25:43,2023-06-01,19,Thursday,22,2023-06,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Retention,Y,Y,Resolved,9.0,389.0,2.0,52.0,443.0,60.0,Y,Y,N,5.0,96.9
CC04155,2023-06-23 15:23:56,2023-06-23,15,Friday,25,2023-06,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,Technical,Y,N,Callback Scheduled,43.0,248.0,17.0,59.0,324.0,20.0,N,N,N,5.0,46.7
CC04156,2023-06-26 16:29:08,2023-06-26,16,Monday,26,2023-06,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Sales,Y,N,Escalated,18.0,252.0,10.0,28.0,290.0,60.0,Y,N,Y,2.0,69.1
CC04157,2023-03-17 11:51:22,2023-03-17,11,Friday,11,2023-03,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Email,General,Y,Y,Resolved,31.0,115.0,20.0,58.0,193.0,20.0,N,N,N,2.0,94.1
CC04158,2023-01-27 12:12:03,2023-01-27,12,Friday,4,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Complaints,Y,Y,Resolved,40.0,298.0,34.0,58.0,390.0,20.0,N,N,N,4.0,47.9
CC04159,2023-06-27 16:39:14,2023-06-27,16,Tuesday,26,2023-06,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Complaints,Y,Y,Resolved,58.0,252.0,7.0,68.0,327.0,60.0,Y,N,N,2.0,83.1
CC04160,2023-04-24 15:45:49,2023-04-24,15,Monday,17,2023-04,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Technical,Y,Y,Resolved,42.0,356.0,35.0,64.0,455.0,20.0,N,N,N,4.0,85.6
CC04161,2023-01-24 12:33:01,2023-01-24,12,Tuesday,4,2023-01,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,General,Y,Y,Resolved,14.0,209.0,10.0,39.0,258.0,60.0,Y,Y,N,4.0,85.5
CC04162,2023-01-04 08:58:29,2023-01-04,8,Wednesday,1,2023-01,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Technical,Y,Y,Resolved,36.0,191.0,3.0,45.0,239.0,20.0,N,N,N,4.0,70.0
CC04163,2023-06-06 17:35:52,2023-06-06,17,Tuesday,23,2023-06,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC04164,2023-05-03 17:42:26,2023-05-03,17,Wednesday,18,2023-05,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,General,Y,N,Transferred,55.0,175.0,21.0,33.0,229.0,60.0,Y,Y,N,3.0,68.8
CC04165,2023-01-25 10:56:32,2023-01-25,10,Wednesday,4,2023-01,AGT010,James Park,Beta,Morning,Lead,7.2,Email,Sales,Y,N,Callback Scheduled,61.0,267.0,19.0,42.0,328.0,20.0,N,N,Y,2.0,53.2
CC04166,2023-02-01 22:08:43,2023-02-01,22,Wednesday,5,2023-02,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Billing,Y,Y,Resolved,14.0,226.0,28.0,73.0,327.0,60.0,Y,N,N,3.0,81.3
CC04167,2023-01-27 16:40:42,2023-01-27,16,Friday,4,2023-01,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Complaints,Y,Y,Resolved,22.0,269.0,0.0,40.0,309.0,60.0,Y,N,N,4.0,62.6
CC04168,2023-01-31 13:37:31,2023-01-31,13,Tuesday,5,2023-01,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,Sales,Y,Y,Resolved,58.0,399.0,7.0,62.0,468.0,20.0,N,N,N,4.0,69.0
CC04169,2023-02-22 17:51:39,2023-02-22,17,Wednesday,8,2023-02,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,Technical,Y,N,Transferred,31.0,353.0,56.0,27.0,436.0,20.0,N,N,N,2.0,87.5
CC04170,2023-04-05 16:24:58,2023-04-05,16,Wednesday,14,2023-04,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC04171,2023-04-25 16:18:59,2023-04-25,16,Tuesday,17,2023-04,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Sales,Y,N,Transferred,12.0,269.0,35.0,53.0,357.0,60.0,Y,N,N,3.0,80.4
CC04172,2023-05-03 09:13:24,2023-05-03,9,Wednesday,18,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Email,Billing,Y,Y,Resolved,49.0,213.0,10.0,60.0,283.0,20.0,N,N,N,3.0,76.9
CC04173,2023-05-02 10:03:13,2023-05-02,10,Tuesday,18,2023-05,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Sales,Y,N,Callback Scheduled,9.0,163.0,13.0,53.0,229.0,20.0,Y,N,N,3.0,77.8
CC04174,2023-03-20 15:53:46,2023-03-20,15,Monday,12,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Technical,Y,N,Escalated,137.0,213.0,21.0,73.0,307.0,60.0,N,N,N,3.0,79.5
CC04175,2023-04-11 15:05:16,2023-04-11,15,Tuesday,15,2023-04,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Billing,Y,Y,Resolved,119.0,280.0,2.0,60.0,342.0,60.0,N,N,N,4.0,63.6
CC04176,2023-01-27 12:42:33,2023-01-27,12,Friday,4,2023-01,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Technical,Y,Y,Resolved,19.0,338.0,18.0,41.0,397.0,60.0,Y,Y,N,3.0,77.9
CC04177,2023-01-23 13:07:11,2023-01-23,13,Monday,4,2023-01,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Sales,Y,Y,Resolved,61.0,301.0,58.0,46.0,405.0,60.0,N,Y,N,5.0,76.0
CC04178,2023-01-04 11:00:32,2023-01-04,11,Wednesday,1,2023-01,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,Y,Y,Resolved,108.0,203.0,3.0,51.0,257.0,60.0,N,Y,N,5.0,81.4
CC04179,2023-06-16 15:02:46,2023-06-16,15,Friday,24,2023-06,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Retention,Y,Y,Resolved,213.0,450.0,4.0,41.0,495.0,20.0,N,N,N,3.0,95.3
CC04180,2023-06-22 14:06:34,2023-06-22,14,Thursday,25,2023-06,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Technical,Y,N,Escalated,101.0,372.0,45.0,52.0,469.0,60.0,N,N,N,2.0,84.0
CC04181,2023-01-02 15:26:41,2023-01-02,15,Monday,1,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC04182,2023-03-08 09:31:09,2023-03-08,9,Wednesday,10,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Sales,Y,N,Transferred,15.0,331.0,3.0,26.0,360.0,60.0,Y,Y,Y,2.0,63.4
CC04183,2023-01-18 16:06:32,2023-01-18,16,Wednesday,3,2023-01,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Sales,Y,Y,Resolved,25.0,350.0,17.0,34.0,401.0,60.0,Y,N,N,4.0,54.0
CC04184,2023-02-28 14:54:19,2023-02-28,14,Tuesday,9,2023-02,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Chat,General,N,N,Abandoned,,,,,,,,N,Y,,
CC04185,2023-06-02 19:19:06,2023-06-02,19,Friday,22,2023-06,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Chat,Billing,Y,Y,Resolved,10.0,227.0,1.0,25.0,253.0,20.0,Y,N,Y,5.0,68.0
CC04186,2023-03-24 08:24:50,2023-03-24,8,Friday,12,2023-03,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Email,General,Y,Y,Resolved,3.0,284.0,8.0,47.0,339.0,20.0,Y,N,N,4.0,72.8
CC04187,2023-06-23 21:00:14,2023-06-23,21,Friday,25,2023-06,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Technical,Y,Y,Resolved,61.0,307.0,68.0,61.0,436.0,60.0,N,N,N,4.0,72.5
CC04188,2023-02-10 15:43:03,2023-02-10,15,Friday,6,2023-02,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Billing,Y,Y,Resolved,21.0,247.0,9.0,36.0,292.0,60.0,Y,N,N,4.0,79.7
CC04189,2023-02-06 15:25:34,2023-02-06,15,Monday,6,2023-02,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Technical,Y,Y,Resolved,39.0,538.0,89.0,60.0,687.0,60.0,Y,N,N,3.0,85.0
CC04190,2023-06-15 12:11:07,2023-06-15,12,Thursday,24,2023-06,AGT010,James Park,Beta,Morning,Lead,7.2,Social,Complaints,Y,Y,Resolved,72.0,334.0,14.0,37.0,385.0,60.0,N,N,N,4.0,84.1
CC04191,2023-03-30 14:46:08,2023-03-30,14,Thursday,13,2023-03,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Chat,Technical,Y,N,Escalated,16.0,263.0,105.0,74.0,442.0,20.0,Y,N,N,3.0,84.9
CC04192,2023-02-20 14:07:27,2023-02-20,14,Monday,8,2023-02,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,Complaints,Y,Y,Resolved,67.0,431.0,25.0,37.0,493.0,20.0,N,N,N,3.0,88.1
CC04193,2023-06-13 13:50:17,2023-06-13,13,Tuesday,24,2023-06,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,Y,N,Transferred,3.0,379.0,20.0,21.0,420.0,60.0,Y,N,N,3.0,71.8
CC04194,2023-03-13 13:34:14,2023-03-13,13,Monday,11,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,General,Y,Y,Resolved,9.0,201.0,24.0,59.0,284.0,20.0,Y,N,N,3.0,71.2
CC04195,2023-01-31 08:26:23,2023-01-31,8,Tuesday,5,2023-01,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Complaints,Y,N,Escalated,115.0,219.0,12.0,42.0,273.0,60.0,N,Y,Y,3.0,64.0
CC04196,2023-04-21 13:58:16,2023-04-21,13,Friday,16,2023-04,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,Y,Y,Resolved,33.0,367.0,8.0,43.0,418.0,60.0,Y,Y,N,4.0,99.2
CC04197,2023-05-04 09:01:56,2023-05-04,9,Thursday,18,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Billing,Y,Y,Resolved,3.0,248.0,6.0,69.0,323.0,60.0,Y,N,N,4.0,78.1
CC04198,2023-02-01 10:58:34,2023-02-01,10,Wednesday,5,2023-02,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,Y,Y,Resolved,105.0,221.0,1.0,50.0,272.0,60.0,N,N,N,3.0,82.7
CC04199,2023-06-22 12:59:14,2023-06-22,12,Thursday,25,2023-06,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,General,Y,Y,Resolved,21.0,270.0,20.0,46.0,336.0,60.0,Y,N,N,4.0,83.7
CC04200,2023-02-06 15:59:31,2023-02-06,15,Monday,6,2023-02,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC04201,2023-01-12 13:26:32,2023-01-12,13,Thursday,2,2023-01,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,Y,Y,Resolved,3.0,221.0,12.0,56.0,289.0,60.0,Y,N,N,3.0,92.2
CC04202,2023-01-26 17:16:58,2023-01-26,17,Thursday,4,2023-01,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Email,Technical,Y,N,Escalated,99.0,496.0,1.0,41.0,538.0,20.0,N,N,N,4.0,58.6
CC04203,2023-03-31 11:48:40,2023-03-31,11,Friday,13,2023-03,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Sales,Y,Y,Resolved,54.0,392.0,4.0,61.0,457.0,20.0,N,N,N,3.0,54.9
CC04204,2023-06-09 14:35:16,2023-06-09,14,Friday,23,2023-06,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Sales,Y,N,Transferred,27.0,224.0,80.0,18.0,322.0,60.0,Y,N,N,2.0,69.6
CC04205,2023-06-15 22:42:27,2023-06-15,22,Thursday,24,2023-06,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Email,Billing,Y,Y,Resolved,11.0,327.0,57.0,41.0,425.0,20.0,Y,N,N,4.0,87.2
CC04206,2023-04-21 17:41:53,2023-04-21,17,Friday,16,2023-04,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Chat,Sales,Y,Y,Resolved,238.0,384.0,50.0,44.0,478.0,20.0,N,N,N,5.0,100.0
CC04207,2023-03-24 09:40:48,2023-03-24,9,Friday,12,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Technical,Y,N,Escalated,7.0,234.0,36.0,37.0,307.0,60.0,Y,N,Y,1.0,94.8
CC04208,2023-05-31 15:21:58,2023-05-31,15,Wednesday,22,2023-05,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Chat,Technical,Y,Y,Resolved,17.0,220.0,9.0,35.0,264.0,20.0,Y,N,N,2.0,77.6
CC04209,2023-05-03 09:49:00,2023-05-03,9,Wednesday,18,2023-05,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Technical,Y,Y,Resolved,74.0,223.0,5.0,43.0,271.0,60.0,N,N,N,4.0,98.8
CC04210,2023-01-17 20:19:44,2023-01-17,20,Tuesday,3,2023-01,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Email,Technical,Y,Y,Resolved,106.0,183.0,1.0,51.0,235.0,20.0,N,N,N,3.0,81.3
CC04211,2023-02-10 13:22:24,2023-02-10,13,Friday,6,2023-02,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Technical,Y,N,Escalated,60.0,198.0,68.0,75.0,341.0,60.0,Y,N,N,4.0,69.7
CC04212,2023-06-13 20:49:54,2023-06-13,20,Tuesday,24,2023-06,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,Complaints,Y,N,Transferred,23.0,477.0,4.0,25.0,506.0,20.0,N,N,N,4.0,59.1
CC04213,2023-04-18 15:26:53,2023-04-18,15,Tuesday,16,2023-04,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Billing,Y,N,Callback Scheduled,54.0,228.0,55.0,43.0,326.0,60.0,Y,N,N,2.0,65.4
CC04214,2023-06-20 14:19:56,2023-06-20,14,Tuesday,25,2023-06,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Technical,Y,Y,Resolved,8.0,366.0,65.0,33.0,464.0,60.0,Y,N,Y,4.0,63.4
CC04215,2023-05-31 13:29:09,2023-05-31,13,Wednesday,22,2023-05,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC04216,2023-05-19 11:18:32,2023-05-19,11,Friday,20,2023-05,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Complaints,N,N,Abandoned,,,,,,,,N,Y,,
CC04217,2023-03-15 08:38:32,2023-03-15,8,Wednesday,11,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC04218,2023-05-05 21:26:00,2023-05-05,21,Friday,18,2023-05,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Email,Technical,Y,Y,Resolved,17.0,268.0,8.0,53.0,329.0,20.0,Y,N,N,4.0,81.4
CC04219,2023-03-07 14:04:13,2023-03-07,14,Tuesday,10,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Complaints,Y,Y,Resolved,41.0,249.0,17.0,45.0,311.0,60.0,Y,N,N,3.0,84.3
CC04220,2023-06-20 12:39:49,2023-06-20,12,Tuesday,25,2023-06,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,Complaints,Y,N,Transferred,77.0,166.0,9.0,67.0,242.0,20.0,N,N,N,3.0,52.3
CC04221,2023-05-15 19:02:48,2023-05-15,19,Monday,20,2023-05,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,Sales,Y,Y,Resolved,3.0,364.0,3.0,52.0,419.0,20.0,Y,N,Y,4.0,75.0
CC04222,2023-05-26 10:24:14,2023-05-26,10,Friday,21,2023-05,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Sales,Y,Y,Resolved,3.0,261.0,11.0,21.0,293.0,60.0,Y,N,N,4.0,64.0
CC04223,2023-06-08 13:42:50,2023-06-08,13,Thursday,23,2023-06,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Complaints,Y,Y,Resolved,9.0,288.0,88.0,16.0,392.0,60.0,Y,N,N,3.0,52.0
CC04224,2023-05-09 09:08:35,2023-05-09,9,Tuesday,19,2023-05,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,Billing,Y,Y,Resolved,146.0,239.0,4.0,54.0,297.0,20.0,N,N,N,3.0,55.6
CC04225,2023-01-12 14:34:57,2023-01-12,14,Thursday,2,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Billing,Y,Y,Resolved,10.0,284.0,56.0,64.0,404.0,20.0,Y,N,N,3.0,67.1
CC04226,2023-03-24 11:43:49,2023-03-24,11,Friday,12,2023-03,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,General,Y,Y,Resolved,14.0,240.0,11.0,49.0,300.0,60.0,Y,N,N,4.0,68.5
CC04227,2023-03-23 16:17:24,2023-03-23,16,Thursday,12,2023-03,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Technical,Y,Y,Resolved,5.0,198.0,32.0,43.0,273.0,60.0,Y,N,N,4.0,78.7
CC04228,2023-01-11 14:36:16,2023-01-11,14,Wednesday,2,2023-01,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,General,Y,N,Escalated,47.0,252.0,200.0,39.0,491.0,20.0,N,N,N,3.0,85.8
